dateday,year,month,time,holiday,weekday,workingday,weather_condition_hourly,apparent_temperature_hourly,total_rentals_hourly,weather_condition_daily,apparent_temperature_daily,total_rentals_daily,peak_category,time_category,weekday_time_category,temperature_category
2011-01-02,2011,Jan,01:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.0154,17,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Moderate
2011-01-02,2011,Jan,02:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,17.392200000000003,9,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Moderate
2011-01-02,2011,Jan,03:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,6,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Moderate
2011-01-02,2011,Jan,04:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,18.6345,3,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Moderate
2011-01-02,2011,Jan,06:00,No Holiday,Sunday,Non-Working Day,Light Rain/Snow,17.392200000000003,2,Misty/Cloudy,14.503299000000002,801,Off-Peak,Morning,Sunday Morning,Moderate
2011-01-02,2011,Jan,07:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,16.7731,1,Misty/Cloudy,14.503299000000002,801,Peak,Morning,Sunday Morning,Moderate
2011-01-02,2011,Jan,08:00,No Holiday,Sunday,Non-Working Day,Light Rain/Snow,16.7731,8,Misty/Cloudy,14.503299000000002,801,Peak,Morning,Sunday Morning,Moderate
2011-01-02,2011,Jan,09:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,16.1499,20,Misty/Cloudy,14.503299000000002,801,Peak,Morning,Sunday Morning,Moderate
2011-01-02,2011,Jan,10:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,14.288499999999999,53,Misty/Cloudy,14.503299000000002,801,Off-Peak,Morning,Sunday Morning,Moderate
2011-01-02,2011,Jan,11:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,13.6653,70,Misty/Cloudy,14.503299000000002,801,Off-Peak,Morning,Sunday Morning,Moderate
2011-01-02,2011,Jan,12:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,13.6653,93,Misty/Cloudy,14.503299000000002,801,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-01-02,2011,Jan,13:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,14.288499999999999,75,Misty/Cloudy,14.503299000000002,801,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-01-02,2011,Jan,14:00,No Holiday,Sunday,Non-Working Day,Light Rain/Snow,14.288499999999999,59,Misty/Cloudy,14.503299000000002,801,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-01-02,2011,Jan,15:00,No Holiday,Sunday,Non-Working Day,Light Rain/Snow,13.6653,74,Misty/Cloudy,14.503299000000002,801,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-01-02,2011,Jan,16:00,No Holiday,Sunday,Non-Working Day,Light Rain/Snow,13.6653,76,Misty/Cloudy,14.503299000000002,801,Off-Peak,Afternoon,Sunday Afternoon,Moderate
2011-01-02,2011,Jan,17:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,13.6653,65,Misty/Cloudy,14.503299000000002,801,Peak,Evening,Sunday Evening,Moderate
2011-01-02,2011,Jan,18:00,No Holiday,Sunday,Non-Working Day,Misty/Cloudy,13.6653,53,Misty/Cloudy,14.503299000000002,801,Peak,Evening,Sunday Evening,Moderate
2011-01-02,2011,Jan,19:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,11.803899999999999,30,Misty/Cloudy,14.503299000000002,801,Peak,Evening,Sunday Evening,Moderate
2011-01-02,2011,Jan,20:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,11.1807,22,Misty/Cloudy,14.503299000000002,801,Off-Peak,Evening,Sunday Evening,Moderate
2011-01-02,2011,Jan,21:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,9.3193,31,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Cold
2011-01-02,2011,Jan,22:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,8.696100000000001,9,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Cold
2011-01-02,2011,Jan,23:00,No Holiday,Sunday,Non-Working Day,Clear/Partly Cloudy,9.3193,8,Misty/Cloudy,14.503299000000002,801,Off-Peak,Night,Sunday Night,Cold
2011-01-03,2011,Jan,00:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,8.077,5,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Night,Monday Night,Cold
2011-01-03,2011,Jan,01:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,6.8347,2,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Night,Monday Night,Cold
2011-01-03,2011,Jan,04:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,5.5924,1,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Night,Monday Night,Cold
2011-01-03,2011,Jan,05:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,5.5924,3,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,06:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,4.3501,30,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,07:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,5.5924,64,Clear/Partly Cloudy,7.765605,1349,Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,08:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,4.9692,154,Clear/Partly Cloudy,7.765605,1349,Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,09:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,5.5924,88,Clear/Partly Cloudy,7.765605,1349,Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,10:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,6.8347,44,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,11:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,7.453799999999999,51,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Morning,Monday Morning,Cold
2011-01-03,2011,Jan,12:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,8.696100000000001,61,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Afternoon,Monday Afternoon,Cold
2011-01-03,2011,Jan,13:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,8.696100000000001,61,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Afternoon,Monday Afternoon,Cold
2011-01-03,2011,Jan,14:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,9.9384,77,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Afternoon,Monday Afternoon,Cold
2011-01-03,2011,Jan,15:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,9.9384,72,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Afternoon,Monday Afternoon,Cold
2011-01-03,2011,Jan,16:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,9.9384,76,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Afternoon,Monday Afternoon,Cold
2011-01-03,2011,Jan,17:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,9.3193,157,Clear/Partly Cloudy,7.765605,1349,Peak,Evening,Monday Evening,Cold
2011-01-03,2011,Jan,18:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,10.5616,157,Clear/Partly Cloudy,7.765605,1349,Peak,Evening,Monday Evening,Moderate
2011-01-03,2011,Jan,19:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,10.5616,110,Clear/Partly Cloudy,7.765605,1349,Peak,Evening,Monday Evening,Moderate
2011-01-03,2011,Jan,20:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,9.3193,52,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Evening,Monday Evening,Cold
2011-01-03,2011,Jan,21:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,8.077,52,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Night,Monday Night,Cold
2011-01-03,2011,Jan,22:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,6.2115,20,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Night,Monday Night,Cold
2011-01-03,2011,Jan,23:00,No Holiday,Monday,Working Day,Clear/Partly Cloudy,8.696100000000001,12,Clear/Partly Cloudy,7.765605,1349,Off-Peak,Night,Monday Night,Cold
2011-01-04,2011,Jan,00:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,7.453799999999999,5,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Cold
2011-01-04,2011,Jan,01:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,7.453799999999999,2,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Cold
2011-01-04,2011,Jan,02:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,6.2115,1,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Cold
2011-01-04,2011,Jan,04:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,7.453799999999999,2,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Cold
2011-01-04,2011,Jan,05:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,6.2115,4,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,06:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,6.2115,36,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,07:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,6.2115,94,Clear/Partly Cloudy,8.697002,1562,Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,08:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,6.2115,179,Clear/Partly Cloudy,8.697002,1562,Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,09:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,6.2115,100,Clear/Partly Cloudy,8.697002,1562,Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,10:00,No Holiday,Tuesday,Working Day,Misty/Cloudy,5.5924,42,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,11:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,8.696100000000001,57,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Morning,Tuesday Morning,Cold
2011-01-04,2011,Jan,12:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,9.3193,78,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Afternoon,Tuesday Afternoon,Cold
2011-01-04,2011,Jan,13:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,9.3193,97,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Afternoon,Tuesday Afternoon,Cold
2011-01-04,2011,Jan,14:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,10.5616,63,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Afternoon,Tuesday Afternoon,Moderate
2011-01-04,2011,Jan,15:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,11.1807,65,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Afternoon,Tuesday Afternoon,Moderate
2011-01-04,2011,Jan,16:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,11.803899999999999,83,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Afternoon,Tuesday Afternoon,Moderate
2011-01-04,2011,Jan,17:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,11.1807,212,Clear/Partly Cloudy,8.697002,1562,Peak,Evening,Tuesday Evening,Moderate
2011-01-04,2011,Jan,18:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,10.5616,182,Clear/Partly Cloudy,8.697002,1562,Peak,Evening,Tuesday Evening,Moderate
2011-01-04,2011,Jan,19:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,10.5616,112,Clear/Partly Cloudy,8.697002,1562,Peak,Evening,Tuesday Evening,Moderate
2011-01-04,2011,Jan,20:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,10.5616,54,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Evening,Tuesday Evening,Moderate
2011-01-04,2011,Jan,21:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,11.1807,48,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Moderate
2011-01-04,2011,Jan,22:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,10.5616,35,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Moderate
2011-01-04,2011,Jan,23:00,No Holiday,Tuesday,Working Day,Clear/Partly Cloudy,9.3193,11,Clear/Partly Cloudy,8.697002,1562,Off-Peak,Night,Tuesday Night,Cold
2011-01-05,2011,Jan,00:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,10.5616,6,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Moderate
2011-01-05,2011,Jan,01:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,6,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Cold
2011-01-05,2011,Jan,02:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,2,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Cold
2011-01-05,2011,Jan,04:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.3193,2,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Cold
2011-01-05,2011,Jan,05:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.3193,3,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,06:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,33,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,07:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,7.453799999999999,88,Clear/Partly Cloudy,9.40007,1600,Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,08:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,7.453799999999999,195,Clear/Partly Cloudy,9.40007,1600,Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,09:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,115,Clear/Partly Cloudy,9.40007,1600,Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,10:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,57,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,11:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.3193,46,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Morning,Wednesday Morning,Cold
2011-01-05,2011,Jan,12:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.3193,79,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Afternoon,Wednesday Afternoon,Cold
2011-01-05,2011,Jan,13:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,10.5616,71,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Afternoon,Wednesday Afternoon,Moderate
2011-01-05,2011,Jan,14:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,11.803899999999999,62,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Afternoon,Wednesday Afternoon,Moderate
2011-01-05,2011,Jan,15:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,11.803899999999999,62,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Afternoon,Wednesday Afternoon,Moderate
2011-01-05,2011,Jan,16:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,13.046199999999999,89,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Afternoon,Wednesday Afternoon,Moderate
2011-01-05,2011,Jan,17:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.3193,190,Clear/Partly Cloudy,9.40007,1600,Peak,Evening,Wednesday Evening,Cold
2011-01-05,2011,Jan,18:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.9384,169,Clear/Partly Cloudy,9.40007,1600,Peak,Evening,Wednesday Evening,Cold
2011-01-05,2011,Jan,19:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,10.5616,132,Clear/Partly Cloudy,9.40007,1600,Peak,Evening,Wednesday Evening,Moderate
2011-01-05,2011,Jan,20:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,9.3193,89,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Evening,Wednesday Evening,Cold
2011-01-05,2011,Jan,21:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,43,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Cold
2011-01-05,2011,Jan,22:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,8.077,42,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Cold
2011-01-05,2011,Jan,23:00,No Holiday,Wednesday,Working Day,Clear/Partly Cloudy,10.5616,19,Clear/Partly Cloudy,9.40007,1600,Off-Peak,Night,Wednesday Night,Moderate
2011-01-06,2011,Jan,00:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.9384,11,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-06,2011,Jan,01:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.3193,4,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-06,2011,Jan,02:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.3193,2,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-06,2011,Jan,04:00,No Holiday,Thursday,Working Day,Misty/Cloudy,8.077,1,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-06,2011,Jan,05:00,No Holiday,Thursday,Working Day,Misty/Cloudy,7.453799999999999,4,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Morning,Thursday Morning,Cold
2011-01-06,2011,Jan,06:00,No Holiday,Thursday,Working Day,Misty/Cloudy,6.8347,36,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Morning,Thursday Morning,Cold
2011-01-06,2011,Jan,07:00,No Holiday,Thursday,Working Day,Misty/Cloudy,9.3193,95,Clear/Partly Cloudy,9.561569,1606,Peak,Morning,Thursday Morning,Cold
2011-01-06,2011,Jan,08:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.3193,219,Clear/Partly Cloudy,9.561569,1606,Peak,Morning,Thursday Morning,Cold
2011-01-06,2011,Jan,09:00,No Holiday,Thursday,Working Day,Misty/Cloudy,9.9384,122,Clear/Partly Cloudy,9.561569,1606,Peak,Morning,Thursday Morning,Cold
2011-01-06,2011,Jan,10:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,10.5616,45,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Morning,Thursday Morning,Moderate
2011-01-06,2011,Jan,11:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,10.5616,59,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Morning,Thursday Morning,Moderate
2011-01-06,2011,Jan,12:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,11.803899999999999,84,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-01-06,2011,Jan,13:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,11.1807,67,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-01-06,2011,Jan,14:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,11.1807,70,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-01-06,2011,Jan,15:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,11.1807,62,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-01-06,2011,Jan,16:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,10.5616,86,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Afternoon,Thursday Afternoon,Moderate
2011-01-06,2011,Jan,17:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.3193,172,Clear/Partly Cloudy,9.561569,1606,Peak,Evening,Thursday Evening,Cold
2011-01-06,2011,Jan,18:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,9.3193,163,Clear/Partly Cloudy,9.561569,1606,Peak,Evening,Thursday Evening,Cold
2011-01-06,2011,Jan,19:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,10.5616,112,Clear/Partly Cloudy,9.561569,1606,Peak,Evening,Thursday Evening,Moderate
2011-01-06,2011,Jan,20:00,No Holiday,Thursday,Working Day,Clear/Partly Cloudy,8.696100000000001,69,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Evening,Thursday Evening,Cold
2011-01-06,2011,Jan,21:00,No Holiday,Thursday,Working Day,Misty/Cloudy,8.696100000000001,48,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-06,2011,Jan,22:00,No Holiday,Thursday,Working Day,Misty/Cloudy,8.696100000000001,52,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-06,2011,Jan,23:00,No Holiday,Thursday,Working Day,Misty/Cloudy,8.077,23,Clear/Partly Cloudy,9.561569,1606,Off-Peak,Night,Thursday Night,Cold
2011-01-07,2011,Jan,00:00,No Holiday,Friday,Working Day,Misty/Cloudy,8.077,17,Misty/Cloudy,8.562399,1510,Off-Peak,Night,Friday Night,Cold
